objid,ra,dec,ug,gr,ri,iz,dered_g,specobjid,specClass,z
587727222487974111,1.65387074,15.27598328,1.10499,0.50086,0.271597,0.206488,17.879255,211612125917872128,2,0.116721
587727222488039520,1.73612619,15.29485383,1.315945,0.503035,0.310614,0.201656,17.957823,211612126022729728,2,0.079383
587727222488039538,1.74640399,15.31509912,1.197327,0.491621,0.306084,0.126526,17.382977,211612126014341120,2,0.044306
587727222487973989,1.67595969,15.32746229,2.015902,1.053738,0.42833,0.38166,17.235174,211612126001758208,2,0.116982
587727222488039616,1.85482848,15.22481771,1.894268,0.9886,0.408211,0.341759,18.389242,211612126026924032,2,0.114178
587727222488039618,1.86200165,15.19460214,1.140169,0.558784,0.306877,0.283333,17.452188,211612125993369600,2,0.133247
587727222487842995,1.26061057,15.25602311,1.507946,0.917374,0.463533,0.308945,18.088968,211612125691379712,2,0.151327
587727222488039551,1.76674863,15.33550479,2.150213,1.070343,0.444159,0.354122,17.544538,211612126010146816,2,0.129946
587727222487843004,1.2791047,15.25269366,1.246592,0.708422,0.392998,0.275242,17.460819,211612125653630976,2,0.09361
587727222487646439,0.92965945,15.2179756,1.44221,0.483588,0.169019,-0.651417,15.560813,211330582808887296,2,2.88244E-3
587727223024189605,8.32391E-3,15.69717603,1.725033,0.89296,0.461576,0.345221,18.257191,211330582062301184,2,0.083437
587727222487908477,1.45220039,15.3686662,1.763557,1.134197,0.434462,0.367294,18.559759,211612125825597440,2,0.146407
587727222488039479,1.85034138,15.28269063,0.130232,0.075472,0.06399,0.145832,18.748356,211612125997563904,3,2.0644
587727222488236251,2.27155944,15.35054788,1.080517,0.627899,0.344088,0.249226,18.203041,211612126358274048,2,0.116708
587727222488236287,2.33259738,15.27776914,1.439156,0.613098,0.345295,0.204592,17.365685,211612126291165184,2,0.080512
587727222488105156,2.02506875,15.34302233,1.463867,0.633612,0.372636,0.127998,16.990782,211612126190501888,2,0.080143
587727222488301826,2.3655939,15.27240062,1.098232,0.697966,0.328772,0.186373,18.149452,211893600303185920,2,0.116956
587727222488170691,2.17708829,15.35135187,1.509094,0.877054,0.513607,0.343657,18.274361,211893600286408704,2,0.09228
587727222488367323,2.54294702,15.1998644,1.997889,1.026014,0.415419,0.327978,18.316694,211612126517657600,2,0.128947
587727222488236193,2.33027366,15.39864732,0.176607,3.454208E-3,0.185028,-0.020161,19.3634,211893600261242880,3,1.93976
587727222488236211,2.21585651,15.28753411,1.943327,0.970284,0.393967,0.36116,18.188803,211893600328351744,2,0.117975
587727223024189652,0.06984188,15.6944987,1.121311,0.601704,0.397245,0.206495,17.141724,211330582406234112,2,0.1118
587727222488301574,2.35434672,15.20527132,1.218901,0.471731,0.169369,0.027271,17.628567,211893600269631488,1,-4.16912E-5
587727222488236232,2.24574353,15.2203919,1.945436,1.07169,0.430809,0.403406,18.635544,211893600265437184,2,0.143246
587727222488236259,2.28774879,15.31094009,1.154219,0.579123,0.349609,0.2054,18.207016,211612126286970880,2,0.117104
587727223024189655,0.07762136,15.72436661,1.4928,0.945456,0.537493,0.29327,18.032322,211330582376873984,2,0.17555
587727223024189732,0.15231114,15.76603846,2.146877,1.06259,0.520506,0.383841,18.384995,211330582385262592,2,0.149235
587727223024189761,0.06218372,15.72849981,1.604439,0.750225,0.391441,0.151371,18.33227,211330582381068288,2,0.142142
587727222488170667,2.12534225,15.24077282,1.453161,1.07168,0.486216,0.4119,18.505192,211612126349885440,2,0.129712
587727222488105002,1.95121415,15.2961363,0.24581,0.41621,0.089081,-0.054123,19.1161,211612126165336064,3,1.23693
587727223024189538,0.12894841,15.58593931,1.838665,0.934418,0.437713,0.338043,17.292505,211612125305503744,2,0.095109
587727223024189705,0.12121387,15.71477557,1.937117,1.003975,0.502095,0.365233,17.484394,211330582393651200,2,0.115441
587727223024189636,0.04626242,15.70356127,1.864174,0.993561,0.431931,0.32498,18.405045,211330582049718272,2,0.150241
587727223024254995,0.21302278,15.71492759,1.898357,1.105209,0.455542,0.376444,18.659487,211330582397845504,2,0.130802
587727223024582862,0.96681211,15.77566818,2.016438,1.076328,0.436482,0.349136,17.357088,211330582737584128,2,0.140842
587727223024320753,0.424986,15.65223399,1.229946,0.675064,0.363874,0.271942,17.911177,211330582515286016,2,0.115485
587727223024386127,0.52836201,15.74006621,1.139614,0.390089,0.131794,0.033796,17.081793,211612125288726528,1,-1.52351E-4
587727223024648468,1.18850905,15.6478778,1.548536,1.045313,0.485552,0.344416,18.734663,211612125515218944,2,0.161865
587727223024386231,0.48317254,15.61849596,2.069502,1.364016,0.512463,0.336453,18.070404,211330582574006272,2,0.202497
587727222488432781,2.67321541,15.30105062,2.005627,1.077614,0.357031,0.315874,17.964251,211893600445792256,2,0.116457
587727223024386292,0.58006182,15.63324286,1.279839,0.730099,0.370483,0.23494,18.036903,211612125284532224,2,0.115771
587727223024451703,0.63545493,15.62421739,1.993019,1.140722,0.464684,0.309652,18.197975,211330582569811968,2,0.174519
587727223024451741,0.67772799,15.77238296,1.886251,1.001308,0.426525,0.334608,17.621204,211612125452304384,2,0.115518
587727223024648469,1.1862166,15.78416368,1.234074,0.58371,0.344088,0.192045,17.67416,211612125456498688,2,0.081452
587727223024451765,0.7106487,15.77203654,1.281713,0.586584,0.372952,0.221184,17.442387,211330582557229056,2,0.114613
587727223024451767,0.71491093,15.65483148,0.883486,0.273745,0.225199,0.118439,17.583233,211330582745972736,2,0.068545
587727223024451783,0.73196886,15.67816345,2.20425,0.984009,0.439224,0.380453,18.09553,211330582716612608,2,0.118182
587727223024451814,0.75692287,15.67500667,1.215694,0.712627,0.414297,0.263178,17.620281,211330582670475264,2,0.079155
587727223024517226,0.92536095,15.60798872,0.232275,0.102844,0.211699,0.050817,19.187658,211330582729195520,3,1.56814
587727223024582951,1.0667849,15.79635044,1.920231,1.053488,0.458775,0.36441,18.208057,211612125473275904,2,0.119035
587727223024713872,1.25661771,15.6286962,1.427408,0.882912,0.450806,0.311489,18.237644,211612125678796800,2,0.162274
587727223024648413,1.09729727,15.78497381,1.340019,0.681776,0.432304,0.274387,18.032549,211612125448110080,2,0.119063
587727223024713793,1.32658576,15.65668367,1.648458,0.756775,0.357683,0.232176,17.964056,211612125645242368,2,0.053607
587727223024320565,0.35190811,15.71091922,1.975372,1.113819,0.48175,0.300341,18.606167,211330582548840448,2,0.151406
587727223024582881,0.97866212,15.69816906,1.881861,1.050835,0.474354,0.380362,18.433994,211330582725001216,2,0.141005
587727223024648515,1.24472094,15.67173365,1.802217,0.780141,0.361875,0.262522,16.710281,211612125632659456,2,0.037351
587727223024713898,1.29878335,15.64617074,1.667073,0.925616,0.499503,0.367841,15.856097,211612125636853760,2,0.053606
587727223024713915,1.30031815,15.74321661,1.85223,0.947042,0.417295,0.307634,18.402075,211612125641048064,2,0.119016
587727223024713919,1.30914208,15.66576402,1.459587,0.773808,0.413874,0.27799,17.816145,211612125620076544,2,0.123495
587727223024713925,1.31647022,15.76851833,1.846407,1.232176,0.500177,0.344339,18.422592,211612125628465152,2,0.182597
587727223024648477,1.2040683,15.72674781,1.38101,0.73884,0.409189,0.267618,18.251974,211612125460692992,2,0.117591
587727223024779324,1.44008008,15.64273952,0.16589,-0.078186,0.058386,0.094519,17.315615,211612125783654400,3,0.441212
587727223024779443,1.41092125,15.65085467,2.083368,0.850628,0.481068,0.345833,18.036263,211612125662019584,2,0.079694
587727223024779543,1.50163217,15.67765365,1.610746,0.908016,0.512342,0.319597,18.636837,211612125821403136,2,0.116689
587727223024844955,1.56668456,15.77072284,1.856142,1.136366,0.451525,0.312803,18.324558,211612125880123392,2,0.154324
587727223024779552,1.50940788,15.69996576,1.802956,0.901083,0.491507,0.332994,17.984438,211612125792043008,2,0.126722
587727223024910467,1.73688993,15.81331437,1.783262,0.989061,0.433466,0.307757,17.715775,211612125959815168,2,0.124771
587727223024779642,1.46702442,15.71504616,1.542294,0.979378,0.523365,0.260151,18.72893,211612125804625920,2,0.216769
587727223024779650,1.48300519,15.63250222,1.158207,0.586008,0.302486,0.191338,18.174055,211612125850763264,2,0.116945
587727223024845009,1.63574067,15.66797665,1.774818,0.767638,0.378552,0.274415,16.434767,211612125875929088,2,0.037069
587727223024845018,1.6439791,15.80901218,1.17749,0.529224,0.338053,0.195396,17.210772,211612125896900608,2,0.054263
587727223024910517,1.83878188,15.74864108,1.904179,1.001797,0.431198,0.365587,18.24589,211612125984980992,2,0.115274
587727223024779408,1.51104408,15.79170959,1.256695,1.057852,0.464676,0.336653,18.308697,211612125909483520,2,0.179997
587727223024779450,1.41556241,15.76843975,1.713835,0.8859,0.352289,0.298956,18.512632,211612125666213888,2,0.116159
587727223024779464,1.42820747,15.68441538,1.82609,0.878675,0.42516,0.324378,16.524086,211612125787848704,2,0.079389
587727223024779468,1.42832877,15.8014692,1.997076,0.961266,0.430185,0.300383,18.608158,211612125817208832,2,0.11658
587727223024844999,1.62354448,15.76733417,1.975565,0.992096,0.426056,0.33075,17.78174,211612125863346176,2,0.118666
587727223024779472,1.43758509,15.70165048,1.947741,1.02416,0.449978,0.343561,18.474941,211612125813014528,2,0.113332
587727223024779503,1.46191587,15.66224367,1.765274,1.019085,0.405125,0.286413,17.491264,211612125808820224,2,0.126195
587727223024976010,1.91931616,15.67256987,1.440411,0.761549,0.413313,0.287388,18.269697,211612126148558848,2,0.079889
587727223024976059,1.9917387,15.66836144,1.553125,1.171345,0.482054,0.303057,18.79447,211612126119198720,2,0.186845
587727223024910498,1.80984534,15.78040519,1.756233,1.12974,0.534008,0.387647,17.75176,211612125968203776,2,0.150239
587727223024910513,1.82367555,15.8154349,2.058022,1.132542,0.462785,0.345397,17.590187,211612125972398080,2,0.153907
587727223024976090,1.94308379,15.73544968,0.992805,0.728699,0.38368,0.288813,18.389029,211612126140170240,2,0.175728
587727223025041597,2.03396271,15.61059736,1.234196,0.589916,0.33968,0.195742,17.980356,211612126115004416,2,0.05153
587727223024845021,1.65668197,15.76509998,2.011269,0.939774,0.419092,0.370249,18.245203,211612125926260736,2,0.11346
587727223024845061,1.70864849,15.78508575,1.824074,1.014917,0.44289,0.339836,18.471689,211612126005952512,2,0.125178
587727223024910524,1.84229612,15.6365359,1.382666,0.899314,0.432898,0.330223,16.80121,211612125955620864,2,0.116595
587727223024976038,1.94574909,15.68115818,1.227007,0.672029,0.378294,0.286897,16.770294,211612126123393024,2,0.07991
587727223025172657,2.40946893,15.73394812,1.682066,0.973684,0.416458,0.305733,18.132778,211893600219299840,2,0.116223
587727223025238216,2.61451313,15.76192989,1.897947,0.991617,0.427036,0.317303,17.901302,211893600168968192,2,0.115766
587727223025238137,2.51729829,15.63315191,1.371937,0.82902,0.453331,0.241682,18.219452,211893600236077056,2,0.154915
587727223025107185,2.2628757,15.64520752,1.237726,0.516464,0.293915,0.253473,17.925293,211893600215105536,2,0.051975
587727223025172650,2.39154979,15.75761063,1.798281,0.988443,0.457819,0.341336,17.658876,211893600244465664,2,0.115999
587727223025172713,2.49080218,15.64583167,1.963022,0.913703,0.432217,0.318904,16.194176,211893600227688448,2,0.080265
587727223025106998,2.25575404,15.66333393,0.367422,0.416956,0.05905,-0.093737,19.150526,211612126282776576,3,1.24282
587727223025107095,2.2353646,15.70414971,1.166121,0.586054,0.356775,0.237558,17.536415,211612126320525312,2,0.052323
587727223025172591,2.47032144,15.73525979,0.492579,-0.281433,-0.637251,0.137999,18.693233,211612126484103168,2,2.87217E-3
587727223025172592,2.47115079,15.73466786,0.814475,0.260114,0.087306,0.016146,15.915769,211893600248659968,2,2.85899E-3
587727223025172692,2.46463485,15.63171597,1.196451,0.527504,0.318382,0.201042,17.494541,211612126471520256,2,0.079724
587727223561257225,0.61370913,16.07847654,1.779139,0.849289,0.500395,0.41934,17.641998,211330582540451840,2,0.095491
587727223561060510,0.09519732,16.1479015,1.363522,0.629234,0.33119,0.232121,17.151587,211330582339125248,2,0.037231
587727223561322594,0.72424215,16.1766525,0.526413,0.208239,0.040012,-0.063057,18.794668,211612125213229056,1,-1.54365E-5
587727223561322743,0.76086443,16.12532644,1.296331,0.560953,0.354853,0.198965,18.231508,211612125259366400,2,0.095511
587727223561322670,0.66170978,16.01762192,1.711817,0.868618,0.424215,0.279157,17.34164,211330582519480320,2,0.115486
587727223561322712,0.7135058,16.0730578,1.8577,0.924902,0.402284,0.32928,17.117085,211612125200646144,2,0.095559
587727223561191631,0.39313662,16.00795318,0.860186,0.346188,0.304422,0.12425,18.046644,211612125234200576,2,0.11251
587727223561257129,0.47375743,16.1376391,1.738768,0.644821,0.400615,0.309894,16.99292,211330582536257536,2,0.042542
587727223561388250,0.89268669,16.18592773,1.321442,0.882004,0.432932,0.243277,18.514645,211612125238394880,2,0.178011
587727223561388259,0.91622748,16.1177377,1.913063,1.02154,0.429955,0.372246,18.242554,211612125246783488,2,0.118194
587727223561060532,0.13278544,16.11241982,1.215067,0.571516,0.349401,0.194019,18.13327,211330582368485376,2,0.097426
587727223561388175,0.79737038,16.05764815,1.999096,0.988838,0.411085,0.334911,18.563799,211612125267755008,2,0.115502
587727223561191596,0.31871359,16.18259437,1.646235,0.718536,0.324228,0.27129,18.375132,211330582582394880,2,0.065641
587727223561126029,0.21881116,16.09328278,1.936985,0.977732,0.42834,0.343995,17.384274,211330582402039808,2,0.114472
587727223561126032,0.21802328,16.13331299,1.335608,0.867813,0.460598,0.253941,18.566374,211330582347513856,2,0.175507
587727223561126070,0.26719578,16.06143987,1.448025,0.809389,0.435614,0.322012,18.241056,211330582561423360,2,0.118852
587727223561126074,0.27051181,16.01701305,0.282089,0.369097,0.284573,0.230238,19.181488,211330582565617664,3,0.453009
587727223561388166,0.77744051,16.13087852,2.251663,1.162655,0.445738,0.389249,17.897306,211612125209034752,2,0.151784
587727223561453873,1.071003,16.09836257,0.47813,0.415585,0.384941,0.240904,19.596279,211612125435527168,3,0.4763
587727223561519246,1.1322897,16.07187002,2.071671,1.031811,0.455612,0.373686,18.49169,211612125360029696,2,0.115652
587727223561322718,0.7165181,16.05393351,1.413464,0.6826,0.464935,0.259937,17.469412,211330582674669568,2,0.086039
587727223561388269,0.77147175,16.14882996,1.390636,1.342489,0.490088,0.334129,19.159216,211612125230006272,2,0.239068
587727223561388133,0.91226895,16.03906869,0.771627,0.561642,0.476934,0.145758,17.563555,211612125250977792,3,0.116312
587727223561453822,1.00330122,16.01957263,1.316002,0.563349,0.317719,0.247984,16.394785,211612125427138560,2,0.037292
587727223561388205,0.81356234,16.04828691,1.432741,0.563465,0.303755,0.219824,17.916214,211612125242589184,2,0.037282
587727223561519233,1.10401577,16.21365532,1.865461,0.979193,0.442188,0.338174,17.450945,211612125372612608,2,0.116381
587727223561519237,1.11023352,16.06281718,1.919434,0.770788,0.398895,0.263453,17.373159,211612125368418304,2,0.063149
587727223561584907,1.3351342,16.15034148,2.166071,1.078407,0.467001,0.368963,18.248091,211612125565550592,2,0.114666
587727223561584917,1.34184919,16.21962046,1.850266,0.971464,0.423683,0.377953,18.59796,211612125540384768,2,0.111671
587727223561519256,1.14357378,16.03525076,1.796253,0.93358,0.428745,0.339844,18.631414,211612125389389824,2,0.116725
587727223561519266,1.15640105,16.10063382,1.928547,0.923708,0.400743,0.306952,18.505075,211612125418749952,2,0.113766
587727223561584944,1.35965516,16.08443553,1.916851,0.985403,0.430771,0.348126,17.689184,211612125754294272,2,0.116417
587727223561388310,0.86695269,16.16677656,1.255396,0.835842,0.41679,0.267151,18.399313,211612125192257536,2,0.151657
587727223561519310,1.2161886,16.17520468,1.948298,1.01235,0.459864,0.363203,18.109636,211612125557161984,2,0.11174
587727223561519333,1.2326414,16.20528212,1.983791,1.020126,0.4629,0.372341,17.965612,211612125531996160,2,0.115136
587727223561519292,1.190029,16.20528824,1.199844,0.617178,0.378847,0.181938,17.690367,211612125385195520,2,0.112439
587727223561519339,1.23697626,16.0813977,1.675032,0.869631,0.371656,0.385778,17.946562,211612125594910720,2,0.117297
587727223561453762,0.934667,16.18687381,1.07899,0.534891,0.255407,0.242051,15.457892,211612125225811968,2,0.021465
587727223561584957,1.36528407,16.13472603,1.88088,1.019453,0.445169,0.375004,17.946409,211612125720739840,2,0.115805
587727223561584666,1.24827778,16.04029379,0.172731,0.188934,-9.040833E-3,0.035112,19.155567,211612125552967680,3,1.14726
587727223561453816,0.99629048,16.06649673,1.607054,0.93318,0.441422,0.345585,18.223263,211612125439721472,2,0.14103
587727223561584969,1.37542836,16.21868606,1.799532,0.977303,0.428761,0.34193,17.983488,211612125729128448,2,0.118447
587727223561584734,1.35052836,16.04997884,1.276687,0.651,0.378031,0.234855,15.8215,211612125544579072,2,0.042818
587727223561584973,1.3796243,16.19695979,1.813009,1.249117,0.495264,0.367277,18.668413,211612125699768320,2,0.198008
587727223561584896,1.32883587,16.07336467,1.40362,0.766832,0.455149,0.246191,18.250217,211612125582327808,2,0.113242
587727223561519303,1.20393544,16.19206482,2.08812,0.978458,0.408985,0.336731,18.208084,211612125381001216,2,0.112823
587727223561650373,1.45048735,16.18984765,2.035732,1.010456,0.421949,0.360689,18.31258,211612125712351232,2,0.113455
587727223561650376,1.45567857,16.03157161,1.257614,0.629244,0.382227,0.183804,18.116405,211612125695574016,2,0.112906
587727223561650401,1.48399605,16.13449406,1.304165,0.701893,0.374445,0.172083,17.230961,211612125733322752,2,0.090917
587727223561650404,1.48814516,16.04412424,1.265894,0.516315,0.291933,0.099106,17.943323,211612126047895552,2,0.115602
587727223561650301,1.40742178,16.22732754,2.093782,0.950726,0.402273,0.342222,17.814383,211612125716545536,2,0.109519
587727223561650316,1.40996283,16.17926896,2.161144,0.969637,0.367647,0.348816,17.899164,211612125775265792,2,0.113638
587727223561650331,1.42758015,16.03676497,1.484566,0.786018,0.407837,0.252867,18.153147,211612125703962624,2,0.116254
587727223561650345,1.43781423,16.14813523,1.111927,0.42737,0.225763,0.068478,17.725882,211612125771071488,2,0.037257
587727223561715784,1.61265943,16.10024463,0.094837,-0.070091,0.201668,-0.091652,18.963638,211612126064672768,3,1.67821
587727225153257596,4.28756E-3,-10.94666553,1.9224,1.094353,0.462463,0.351851,18.724367,183182688209862656,2,0.167544
587727223561715856,1.65258751,16.0438171,0.406017,-0.102276,-0.076904,-0.081961,18.774,211612126060478464,1,1.3213E-4
587727223561715940,1.60167383,16.17843053,1.724211,1.003138,0.434507,0.356855,18.419935,211612126052089856,2,0.11487
587727223561715946,1.62013109,16.07517117,1.753956,0.958235,0.435305,0.342779,18.493923,211612126098227200,2,0.090666
587727223561781361,1.71301476,16.21573266,2.147051,0.967455,0.444088,0.335695,18.367722,211612126043701248,2,0.128418
587727223561781400,1.78284382,16.11193163,2.020775,0.987766,0.415117,0.357086,18.404049,211612126278582272,2,0.118236
587727223561781421,1.80245836,16.11451011,1.072548,0.459431,0.335049,0.126272,18.216038,211612126232444928,2,0.073207
587727223561781379,1.76112052,16.03936851,1.832415,0.93754,0.411879,0.337343,18.142803,211612126249222144,2,0.091122
587727225153257606,0.01915314,-10.97630874,0.959778,0.460541,0.269587,0.082594,17.883478,183182688230834176,2,0.150226
587727225153257615,0.02870105,-10.86826254,1.183695,0.011736,-0.027712,-0.101524,18.734776,183182688214056960,1,-4.7101E-4
587727225153323053,0.07930312,-10.88305427,1.116137,0.532297,0.357613,0.172842,17.914921,183182688243417088,2,0.083044
587727223561715971,1.65083402,16.08768651,1.874451,0.97953,0.424603,0.3646,17.504644,211612126035312640,2,0.115365
587727223561781286,1.74810623,16.12770504,1.978071,1.252874,0.54319,0.351967,18.352753,211612126257610752,2,0.177968
587727223561781442,1.83532207,16.13652442,2.059328,1.260061,0.493298,0.340136,18.130751,211612126236639232,2,0.179411
587727223561781463,1.85930687,16.11388887,1.796345,0.796446,0.355223,0.262348,17.652338,211612126215667712,2,0.083552
587727223561846965,1.9055801,16.03774706,1.069313,0.607754,0.353601,0.179672,18.360723,211612126198890496,2,0.114779
587727223561978091,2.33019256,16.05899673,2.251204,1.184101,0.371316,0.229121,17.27787,211612126379245568,1,1.33961E-5
587727223561978013,2.20713961,16.06638191,1.626179,1.103685,0.443632,0.321753,18.797657,211612126391828480,2,0.168493
587727223561978075,2.30439835,16.22732681,1.201172,0.745199,0.409885,0.193087,18.47006,211612126370856960,2,0.17001
587727225153519711,0.61115436,-10.93294399,1.274546,0.75407,0.390491,0.28245,17.924116,183182687740100608,2,0.120055
587727225153323057,0.09390585,-10.86171556,0.3281,0.031275,-0.075052,-0.104717,18.765059,183182688251805696,1,-1.09517E-4
587727225153519717,0.62588394,-10.90184689,1.122705,0.434458,0.199057,0.130032,17.009003,183182687735906304,2,0.028876
587727225153388615,0.29572173,-10.87985693,0.289358,-0.029839,0.136564,-0.040876,17.508591,183182687870124032,3,0.528241
587727225153388647,0.21189484,-10.99977077,1.224739,0.63471,0.425077,0.237495,17.381197,183182687916261376,2,0.106666
587727225153519625,0.52275174,-10.82693962,0.126715,0.094679,-0.11232,0.114294,17.810362,183182687756877824,3,0.929892
587727225153585219,0.80126059,-10.83480305,1.217855,0.491144,0.181307,0.268238,16.844286,183182687534579712,2,0.029575
587727225153585293,0.76219469,-10.93861517,0.584888,0.673592,0.433189,0.183968,19.527515,183182687538774016,3,0.216281
587727223561978079,2.31091007,16.1940774,1.984962,0.830711,0.372425,0.256702,17.847036,211612126387634176,2,0.069191
587727223562109111,2.61144115,16.03731222,0.824427,0.539188,0.294611,0.174736,18.13843,211893600240271360,2,0.124653
587727225153519692,0.54218222,-10.84574383,1.82901,1.113295,0.424477,0.297937,18.402695,183182687752683520,2,0.149923
587727225153716451,1.01051162,-10.86230829,1.503664,0.448975,0.318884,0.02766,18.047482,183182687358418944,2,0.064529
587727225153454227,0.46704685,-11.00662851,2.686764,1.142427,0.526241,0.328636,17.643661,183182687685574656,6,-7.76983E-5
587727225153454232,0.49199369,-10.95668948,1.833687,0.918053,0.384581,0.31613,18.422972,183182687689768960,2,0.108167
587727225153650820,0.92718682,-10.99699348,1.309999,0.682646,0.367241,0.220621,17.28195,183182687354224640,2,0.108703
587727225153650837,0.83577522,-10.95916853,1.205021,0.799938,0.396433,0.271753,18.323326,183182687513608192,2,0.199607
587727225153716362,1.0067311,-10.83022245,1.889679,0.852546,0.397011,0.273529,15.93059,183182687412944896,2,0.064993
587727225154044019,1.85497967,-10.8422792,1.177172,0.622725,0.335888,0.216154,17.790937,183464154596638720,2,0.100719
587727225154109515,1.90248575,-10.85963828,1.32622,0.422302,0.22249,0.145357,18.112934,183464154625998848,2,0.042454
587727225153781857,1.20088563,-10.84240894,1.873091,0.739256,0.40955,0.275116,18.313192,183182687396167680,2,0.07699
587727225154109547,1.9772223,-11.00944507,0.086006,0.075108,0.189833,-0.074057,19.277777,183464154571472896,3,1.67618
587727225153847368,1.29535428,-10.85103194,1.408808,0.741852,0.40053,0.258724,17.81114,183182687362613248,2,0.076424
587727225153847391,1.36725633,-11.00279869,1.007332,-0.260767,-0.210146,-0.29072,19.137911,183464154986708992,1,-3.76544E-4
587727225153912983,1.52085217,-10.82416305,2.06959,1.345102,0.533968,0.330868,18.507135,183464154789576704,2,0.24122
587727225153912988,1.53716865,-10.8289507,1.569696,0.746241,0.398932,0.290012,17.84597,183464154802159616,2,0.083856
587727225153978423,1.67125423,-10.9738708,1.167154,0.408192,0.225687,-0.062172,16.61182,183464154747633664,2,0.022661
587727225153978471,1.58647655,-10.94825978,1.951742,0.915071,0.459402,0.271036,18.54398,183464154743439360,2,0.109119
587727225154306137,2.37893771,-10.97488692,1.606533,0.818228,0.496522,0.336196,17.192181,183464154076545024,2,0.066375
587727225154306171,2.45331206,-11.03518674,0.664898,0.350561,0.195051,-0.032557,18.685965,183464154072350720,2,0.210915
587727225153912967,1.47527603,-10.98526541,1.783819,0.96089,0.392469,0.298447,17.812769,183464154915405824,2,0.109558
587727225154174993,2.06473137,-11.02697646,0.046522,0.25168,0.01371,-4.692078E-3,19.242216,183464154273677312,3,1.36131
587727225154175050,2.17619536,-10.93209404,0.990032,0.331602,0.106758,0.032125,17.511412,183464154286260224,1,-2.94834E-5
587727225154175102,2.1253496,-11.01279267,1.176043,0.391073,0.276937,0.037251,18.054947,183464154248511488,2,0.083978
587727225154175108,2.14289904,-10.94931453,1.843246,0.77894,0.376314,0.246607,14.520735,183464154252705792,2,0.030348
587727225154306110,2.45459953,-10.96968042,-0.028637,0.013855,0.075638,0.186041,18.466253,183464154105905152,3,2.0699
587727225153781852,1.18317825,-10.86788092,1.169125,0.641068,0.343399,0.222742,17.331408,183182687408750592,2,0.108243
587727225153781926,1.19009408,-10.91651212,2.194212,1.299314,0.478228,0.313416,18.119104,183464154974126080,2,0.204632
587727225154109562,2.00641596,-10.99281848,1.972383,1.177364,0.505356,0.346348,18.445059,183464154617610240,2,0.171355
587727225154175064,2.05051266,-10.99617483,1.045494,0.423267,0.268726,0.116463,17.485527,183464154588250112,2,0.08408
587727225154175160,2.07671737,-10.88599669,1.335691,0.489841,0.313976,0.132999,17.790981,183464154303037440,2,0.077104
587727225690194045,0.12008748,-10.46549695,0.721405,0.46703,0.021875,0.022192,19.524626,183182688050479104,3,1.15181
587727225690259660,0.32517659,-10.42614348,1.177185,0.625298,0.326263,0.236656,17.285431,183182687991758848,2,0.076705
587727225154371735,2.60655689,-10.96514546,1.175125,-0.123888,-0.137955,-0.150261,18.805819,183464154139459584,1,-9.6768E-4
587727225154371737,2.60691132,-11.0370669,1.975906,0.875775,0.377632,0.275758,16.712168,183464154126876672,2,0.076944
587727225154371795,2.63947008,-10.99716974,1.522621,1.176868,0.53812,0.378319,18.742887,183464154143653888,2,0.192664
587727225690194112,0.18220138,-10.42264122,1.840382,0.791058,0.372284,0.304121,18.296316,183182688067256320,2,0.076564
587727225690259491,0.25911844,-10.39082203,0.273537,0.333469,0.058022,0.578588,18.472078,183182688037896192,3,0.294296
587727225690194001,0.18662114,-10.40580511,1.689383,0.704117,0.376445,0.28453,16.230484,183182688084033536,2,0.078577
587727225690194040,0.10140153,-10.40335692,1.737652,0.991884,0.412853,0.355726,18.149082,183182688029507584,2,0.111999
587727225690259613,0.21702316,-10.58693355,1.288235,0.481413,0.287746,0.214621,17.199808,183182688046284800,2,0.062492
587727225690259639,0.27656162,-10.40026294,1.062275,0.444124,0.292722,0.217002,16.716112,183182688058867712,2,0.075216
587727225690194053,0.13327567,-10.55613071,1.885401,0.858168,0.419363,0.331865,18.312025,183182688025313280,2,0.077127
587727225690259651,0.29051132,-10.54302083,1.969233,0.89749,0.399427,0.316876,17.406923,183182688096616448,2,0.091469
587727225154371713,2.50600585,-10.90314377,2.090578,0.852438,0.341696,0.324509,18.039406,183464154122682368,1,-1.9111E-4
587727225690194094,0.14896823,-10.55149785,-0.080038,0.359585,0.029236,-0.174404,19.285915,183182688054673408,3,1.21819
587727225690128474,0.03927073,-10.46442591,0.182121,8.605957E-3,0.172441,0.028198,18.864983,183182688176308224,3,1.84493
587727225690193972,0.12532117,-10.40576898,0.826582,0.214891,0.089514,-0.018242,17.336008,183182688033701888,1,-3.13347E-4
587727225690259597,0.349846,-10.41614666,0.055624,0.152397,-0.076551,0.048471,18.22963,183182687970787328,3,1.05799
587727225690325075,0.38116973,-10.4818128,1.870081,1.008089,0.427794,0.343637,17.860886,183182687974981632,2,0.104127
587727225690325139,0.49569907,-10.55719179,1.998955,0.971136,0.414087,0.355413,17.275097,183182687954010112,2,0.103662
587727225690390690,0.64138552,-10.42342433,2.150555,1.187399,0.479286,0.360552,18.388014,183182687803015168,2,0.183521
587727225690390711,0.52560521,-10.46491949,1.42062,1.207565,0.442419,0.433992,18.630352,183182687962398720,2,0.198177
587727225690128567,0.05145882,-10.53629839,1.467873,0.862734,0.504341,0.357859,17.993473,183182688092422144,2,0.076518
